modality,backbone,method,img_index,pred_class,conf0,AUC_del,AUC_ins,F,delta_faith,DA_hit,rho
FETAL,ResNet50,Grad-CAM,2595,2,0.9999980926513672,0.28551401797403747,0.677955212726738,0.3924411947527005,0.02536064386367798,1,
FETAL,ResNet50,Integrated Gradients,2595,2,0.9999980926513672,0.03248876227848054,0.8898519214977569,0.8573631592192764,0.9986112645128742,1,
FETAL,ResNet50,SHAP,2595,2,0.9999980926513672,0.1191777168660653,0.6882379340739909,0.5690602172079257,0.965905699878931,1,
FETAL,ResNet50,Score-CAM,2595,2,0.9999980926513672,0.259766814766408,0.6039803482779575,0.34421353351154954,0.06286060810089111,1,
FETAL,ResNet50,Grad-CAM,802,5,1.0,0.9978369861841202,0.9994365006685256,0.0015995144844054288,3.5762786865234375e-07,1,
FETAL,ResNet50,Integrated Gradients,802,5,1.0,0.9998298972845078,0.9993020325899125,-0.0005278646945953147,2.2649765014648438e-06,1,
FETAL,ResNet50,SHAP,802,5,1.0,0.8961601957678795,0.9988549083471299,0.10269471257925034,0.9404711984097958,1,
FETAL,ResNet50,Score-CAM,802,5,1.0,0.9986955553293229,0.9994827419519423,0.0007871866226194513,1.1920928955078125e-07,1,
FETAL,ResNet50,Grad-CAM,210,5,1.0,0.9999980092048644,0.9999994099140167,1.400709152332702e-06,0.0,0,
FETAL,ResNet50,Integrated Gradients,210,5,1.0,0.9999995648860931,0.9999995172023773,-4.768371575369912e-08,0.0,0,
FETAL,ResNet50,SHAP,210,5,1.0,0.9999911963939668,0.9999935507774352,2.354383468405885e-06,0.0,0,
FETAL,ResNet50,Score-CAM,210,5,1.0,0.9999954342842102,0.9999888420104981,-6.592273712135999e-06,0.0,0,
FETAL,ResNet50,Grad-CAM,1762,2,0.9787724018096924,0.1290642133447705,0.4397145122813669,0.31065029893659635,0.9771517271874472,1,
FETAL,ResNet50,Integrated Gradients,1762,2,0.9787724018096924,0.024720021252700754,0.4802720617491558,0.4555520404964551,0.9787718164487273,1,
FETAL,ResNet50,SHAP,1762,2,0.9787724018096924,0.027943540497679015,0.35840183230140016,0.33045829180372116,0.9787605444635119,1,
FETAL,ResNet50,Score-CAM,1762,2,0.9787724018096924,0.07840733470047782,0.2322580474350825,0.15385071273460466,0.9642219552770257,1,
FETAL,ResNet50,Grad-CAM,1499,2,0.7292765378952026,0.1572245016752731,0.1459322440732222,-0.011292257602050909,0.6509553343057632,1,
FETAL,ResNet50,Integrated Gradients,1499,2,0.7292765378952026,0.018398822350425444,0.2178376954198597,0.19943887306943425,0.7292761106155012,1,
FETAL,ResNet50,SHAP,1499,2,0.7292765378952026,0.01838407305880784,0.164328631283454,0.14594455822464616,0.7292756527829738,1,
FETAL,ResNet50,Score-CAM,1499,2,0.7292765378952026,0.0822263724212121,0.4071722560664966,0.3249458836452845,0.7268568517174572,1,
FETAL,ResNet50,Grad-CAM,1560,1,0.9990372657775879,0.18383568628665597,0.49649254738722237,0.3126568611005664,0.07137548923492432,1,
FETAL,ResNet50,Integrated Gradients,1560,1,0.9990372657775879,0.04429216370390151,0.849840758461505,0.8055485947576034,0.9702418297529221,1,
FETAL,ResNet50,SHAP,1560,1,0.9990372657775879,0.051685782310011065,0.7742359636817125,0.7225501813717015,0.9726118016988039,1,
FETAL,ResNet50,Score-CAM,1560,1,0.9990372657775879,0.13926885051932242,0.49433964819520176,0.35507079767587935,0.17083042860031128,1,
FETAL,ResNet50,Grad-CAM,1463,2,0.981693685054779,0.0603979329299591,0.48328644231621454,0.42288850938625544,0.9777895410079509,1,
FETAL,ResNet50,Integrated Gradients,1463,2,0.981693685054779,0.02462571839014254,0.30873163731155556,0.284105918921413,0.9816931316636328,1,
FETAL,ResNet50,SHAP,1463,2,0.981693685054779,0.02461494507734867,0.18644703299160167,0.16183208791425302,0.9816924002708447,1,
FETAL,ResNet50,Score-CAM,1463,2,0.981693685054779,0.16939486145707294,0.07683327639670377,-0.09256158506036917,0.9801123670767993,1,
FETAL,ResNet50,Grad-CAM,211,5,1.0,0.9999937534332276,0.9999939560890199,2.0265579225853259e-07,0.0,0,
FETAL,ResNet50,Integrated Gradients,211,5,1.0,0.9999979078769682,0.9998479664325715,-0.0001499414443967284,0.0,0,
FETAL,ResNet50,SHAP,211,5,1.0,0.9996751964092253,0.9998843848705292,0.00020918846130391078,0.0,0,
FETAL,ResNet50,Score-CAM,211,5,1.0,0.9999943017959595,0.9999951183795929,8.165836333784426e-07,0.0,0,
FETAL,ResNet50,Grad-CAM,1739,1,0.9890326261520386,0.07784327482301795,0.4448959533006931,0.36705267847767514,0.9863543002866209,1,
FETAL,ResNet50,Integrated Gradients,1739,1,0.9890326261520386,0.027390415348970625,0.6135340127158997,0.5861435973669291,0.9889928760094335,1,
FETAL,ResNet50,SHAP,1739,1,0.9890326261520386,0.05902507744977057,0.5919101325500236,0.532885055100253,0.9606082085520029,1,
FETAL,ResNet50,Score-CAM,1739,1,0.9890326261520386,0.07923534359374752,0.4224992319561977,0.3432638883624502,0.987407642416656,1,
